id, category_id,timestamp,title,url
82,1,31-07-2024,Tập đoàn Ấn Độ muốn đầu tư 'công viên dược' tỉ USD tại Việt Nam,https://thanhnien.vn/tap-doan-an-do-muon-dau-tu-cong-vien-duoc-ti-usd-tai-viet-nam-185240731130010432.htm
83,1,31-07-2024,Thủ tướng đề nghị tập đoàn lớn nhất Ấn Độ đầu tư sân bay Chu Lai,https://thanhnien.vn/thu-tuong-de-nghi-tap-doan-lon-nhat-an-do-dau-tu-san-bay-chu-lai-185240731113701998.htm
84,1,31-07-2024,Công an tỉnh Phú Yên phát hiện doanh nghiệp mỹ phẩm có dấu hiệu trốn thuế,https://thanhnien.vn/cong-an-tinh-phu-yen-phat-hien-doanh-nghiep-my-pham-co-dau-hieu-tron-thue-185240731105818885.htm
85,6,31-07-2024,"Cựu nhân viên thu hồi nợ trái luật bị tuyên án đến 4,5 năm tù",https://thanhnien.vn/cuu-nhan-vien-thu-hoi-no-trai-luat-bi-tuyen-an-den-45-nam-tu-185240731121801207.htm
86,6,31-07-2024,Cựu Phó chủ tịch tỉnh Phú Thọ Hồ Đại Dũng bị bắt vì đánh bạc,https://thanhnien.vn/cuu-pho-chu-tich-tinh-phu-tho-ho-dai-dung-bi-bat-vi-danh-bac-185240731121632962.htm
87,1,31-07-2024,"Bà Rịa-Vũng Tàu: Công trình xây dựng không phép, bị phạt lại trở thành khách sạn",https://thanhnien.vn/ba-ria-vung-tau-cong-trinh-xay-dung-khong-phep-bi-phat-lai-tro-thanh-khach-san-185240731105803422.htm
88,6,31-07-2024,Dự án cầu Rạch Miễu 2 nối cáp dây văng trụ tháp đầu tiên,https://thanhnien.vn/du-an-cau-rach-mieu-2-noi-cap-day-vang-tru-thap-dau-tien-185240731100835239.htm
89,6,31-07-2024,"Tài xế tự đâm vào ngực, đốt đồ trên ô tô sau va chạm giao thông",https://thanhnien.vn/tai-xe-tu-dam-vao-nguc-dot-do-tren-o-to-sau-va-cham-giao-thong-185240731113550181.htm
90,6,31-07-2024,"Làm rõ trách nhiệm sau vụ tàu hỏa tông ô tô tải, 2 người tử vong",https://thanhnien.vn/lam-ro-trach-nhiem-sau-vu-tau-hoa-tong-o-to-tai-2-nguoi-tu-vong-18524073110513106.htm
91,6,31-07-2024,Chuẩn bị xét xử cựu Chủ tịch Tập đoàn Vimedimex Nguyễn Thị Loan,https://thanhnien.vn/chuan-bi-xet-xu-cuu-chu-tich-tap-doan-vimedimex-nguyen-thi-loan-185240731104217066.htm
92,6,31-07-2024,"Cho người lạ đi nhờ, nam công nhân bị sát hại, cướp xe",https://thanhnien.vn/cho-nguoi-la-di-nho-nam-cong-nhan-bi-sat-hai-cuop-xe-185240731111005655.htm
93,6,31-07-2024,Bãi nhiệm và miễn nhiệm 2 Phó chủ tịch UBND tỉnh Vĩnh Phúc,https://thanhnien.vn/bai-nhiem-va-mien-nhiem-2-pho-chu-tich-ubnd-tinh-vinh-phuc-185240731104613912.htm
94,6,31-07-2024,Công trình xây dựng trái phép ở TP.HCM giảm kỷ lục,https://thanhnien.vn/cong-trinh-xay-dung-trai-phep-o-tphcm-giam-ky-luc-185240731103904675.htm
