article_id,keywords tuple
296,"""""""['viếng', 'Trưởng đoàn', 'Ủy viên Bộ Chính trị', 'Đảng', 'Bí thư Trung ương Đảng', 'Tổng Bí thư Nguyễn Phú Trọng', 'đoàn', 'viếng Tổng Bí thư', 'Cộng hòa xã hội chủ nghĩa Việt Nam', 'Chủ tịch', 'Tổng Bí thư', 'nhân dân', 'Đồng chí', 'Ủy viên Trung ương Đảng', 'tang lễ', '“ Vô cùng thương tiếc đồng chí Nguyễn Phú Trọng', 'đồng chí', 'dân', 'đồng chí Tổng Bí thư Nguyễn Phú Trọng', 'Thường trực Ban Bí thư', 'đồng chí Tô Lâm', 'đồng chí Lương Cường', 'nguyên Chủ tịch', 'Lễ viếng Tổng Bí thư Nguyễn Phú Trọng', 'người dân', 'Quốc hội', 'Trưởng đoàn viếng tang', 'đồng lòng', 'Cộng hòa xã hội chủ nghĩa Việt Nam ”', 'dân tộc', 'Hà Nội', 'Bộ trưởng', 'Ủy viên Ban Chấp hành Trung ương Đảng', 'Trưởng ban', 'Chủ tịch Quốc hội', 'đi', 'Quốc phòng', 'Nhà nước', 'Trung ương', 'Ban Bí thư', 'viếng Tổng Bí thư Nguyễn Phú Trọng', 'đoàn kết', 'viếng Tổng Bí thư ”', 'lượt viếng Tổng Bí thư', 'Nguyễn Phú Trọng', 'vĩnh biệt đồng chí Tổng Bí thư Nguyễn Phú Trọng', 'tang lễ Tổng Bí thư Nguyễn Phú Trọng', 'đồng chí Nguyễn Trọng Nghĩa', 'Vĩnh biệt đồng chí Tổng Bí thư Nguyễn Phú Trọng', 'tưởng nhớ đồng chí Tổng Bí thư Nguyễn Phú Trọng', 'đồng chí Tổng Bí thư Nguyễn Phú Trọng in đậm', 'Nhân dân', 'Ban Lễ tang Tổng Bí thư Nguyễn Phú Trọng', 'Bí thư Quân ủy Trung ương', '35 đồng chí', '27 đồng chí', '… tiễn đưa đồng chí Tổng Bí thư Nguyễn Phú Trọng', 'Chính phủ', 'Vô cùng thương tiếc đồng chí Tổng Bí thư Nguyễn Phú Trọng', 'tổ chức', 'Nhà tang lễ Quốc gia', 'đồng chí Tổng Bí thư “ Danh dự', 'Đoàn Văn phòng Tổng Bí thư', 'anh linh đồng chí Nguyễn Phú Trọng', 'vĩnh biệt đồng chí Tổng Bí thư Nguyễn Phú Trọng kính mến', 'Phó Bí thư Thành đoàn', 'Bí thư Đảng ủy Công an Trung ương', 'linh hồn đồng chí Tổng Bí thư Nguyễn Phú Trọng siêu thoát', 'Phó Bí thư Quân ủy Trung ương', 'đồng chí Lê Hoài Trung', 'đồng chí Nguyễn Duy Hưng', 'Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam', 'Vô cùng thương tiếc Tổng Bí thư Nguyễn Phú Trọng', 'đồng chí Nguyễn Xuân Thắng', 'đồng chí Nguyễn Duy Ngọc', 'Trưởng Ban Tổ chức Trung ương', 'đồng chí Nguyễn Hòa Bình', 'gia quyến đồng chí', 'Đồng chí Nguyễn Phú Trọng sinh', 'nhân dân khắp nơi tới viếng Tổng Bí thư Nguyễn Phú Trọng', 'tê tái … tiễn biệt đồng chí Tổng Bí thư Nguyễn Phú Trọng']"""""""
297,"""""""['Tổng Bí thư', 'kính trọng', 'ảnh Tổng Bí thư', 'đồng chí Tổng Bí thư', 'nhân dân', 'Tổng Bí thư Nguyễn Phú Trọng', 'kính trọng đồng chí Tổng Bí thư', 'đồng chí Tổng Bí thư Nguyễn Phú Trọng']"""""""
298,"""""""['TPHCM', 'đồng chí', 'viếng Tổng Bí thư Nguyễn Phú Trọng', 'Tổng Bí thư Nguyễn Phú Trọng', 'Đảng', 'Hội trường Thống Nhất', 'Đồng chí', 'sổ tang', 'đồng chí Tổng Bí thư Nguyễn Phú Trọng', 'đồng chí Tổng Bí thư', 'dân', 'đất nước', 'nhân dân', 'đoàn', 'Lễ viếng đồng chí Nguyễn Phú Trọng', 'Lễ tang đồng chí Nguyễn Phú Trọng', 'đi', 'viếng', 'đồng chí Nguyễn Thị Lệ', 'đoàn kết', 'người dân', 'thắp nén nhang tiễn biệt Tổng Bí thư Nguyễn Phú Trọng', 'lãnh đạo', 'Nhà nước', 'Phó Bí thư Thành ủy', 'đoàn ĐB', 'đồng chí Nguyễn Phú Trọng', 'Tổng Bí thư', '“', 'Đồng chí Tổng Bí thư Nguyễn Phú Trọng', 'Đồng chí Nguyễn Phú Trọng', 'Đồng chí Tổng Bí thư', 'đồng bào', 'viếng tang Tổng Bí thư Nguyễn Phú Trọng', '7', 'chờ viếng đồng chí Tổng Bí thư Nguyễn Phú Trọng', 'Lễ viếng Tổng Bí thư Nguyễn Phú Trọng', 'đồng chí Tổng Bí thư Nguyễn Phú Trọng in đậm', 'tưởng nhớ Tổng Bí thư Nguyễn Phú Trọng', 'Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam', 'dân tộc', 'thành phố', 'bàn thờ đồng chí Nguyễn Phú Trọng', '”', 'thành', 'đoàn thể TPHCM … viếng đồng chí Nguyễn Phú Trọng', 'đồng chí Nguyễn Văn Nên', 'Bí thư Thành ủy TPHCM', 'Đội mưa viếng Tổng Bí thư Nguyễn Phú Trọng Đầu', 'gia quyến Đồng chí Nguyễn Phú Trọng', 'nhân dân ta', 'viếng Lễ tang', 'tụng kinh tưởng nhớ Tổng Bí thư Nguyễn Phú Trọng', 'Trưởng đoàn', 'phát triển', 'gặp mặt Tổng Bí thư']"""""""
299,"""""""['Tổng Bí thư', 'Tổng Bí thư Nguyễn Phú Trọng', 'chăm sóc sức khỏe', '“', '”', 'sức khỏe', 'chăm sóc Tổng Bí thư', 'chăm sóc sức khỏe Tổng Bí thư', 'y', 'điều dưỡng Nguyễn Thị Hồng', 'thư giãn', 'Tổng Bí thư phương án điều trị', 'công việc', 'Thiếu tướng Lê Hữu Song', 'góc hành lang … Tổng Bí thư Nguyễn Phú Trọng', 'đi', 'Bệnh viện 108']"""""""
300,"""""""['viếng', 'Lễ viếng', 'TPHCM', 'đoàn ĐB', 'cơ quan', 'đoàn', 'UBND TPHCM', 'UBND', 'Hội trường Thống Nhất', '25-7', 'Khối', 'Ban Tổ chức', 'Lễ truy điệu đồng chí Tổng Bí thư Nguyễn Phú Trọng', '7']"""""""
301,"""""""['Tổng Bí thư Nguyễn Phú Trọng', 'Tổng Bí thư', '“ Tổng Bí thư Nguyễn Phú Trọng', 'Tổng Bí thư Nguyễn Phú Trọng qua đời', 'dân', '“', 'bác Trọng ”', 'đất nước', '”', 'viếng Tổng Bí thư Nguyễn Phú Trọng', 'viếng Tổng Bí thư', 'viếng tang Tổng Bí thư Nguyễn Phú Trọng', 'tiếc thương', 'Nguyễn Phú Trọng thương dân', 'Quốc tang Tổng Bí thư Nguyễn Phú Trọng', 'dâng hương Tổng Bí thư Nguyễn Phú Trọng', 'Lễ tang Tổng Bí thư Nguyễn Phú Trọng', 'kính trọng Tổng Bí thư Nguyễn Phú Trọng']"""""""
302,"""""""['câu lạc bộ golf', 'chủ đầu tư', 'UBND tỉnh Lâm Đồng', 'sân golf Đà Lạt', 'tòa', 'xây dựng', 'nhà đầu tư', 'Sở Xây dựng tỉnh Lâm Đồng', 'quy định', 'đầu tư', 'diện tích', 'sân golf Đồi Cù', 'rừng phòng hộ nội ô Đà Lạt', 'Sở Tài Nguyên và Môi trường tỉnh Lâm Đồng', 'tỉnh Lâm Đồng', 'diện tích 29,59 ha rừng trồng thông', 'đất']"""""""
303,"""""""['Th', 'hình ảnh', 'đàn ông', 'xã Cư Yang', 'nhắn', 'xã', 'clip “ nhạy cảm ”']"""""""
304,"""""""['tiền', 'bị cáo', 'bị cáo khai', 'bị cáo Chủ khai']"""""""
305,"""""""['bị cáo', 'bị cáo Tuấn', 'bị cáo Tỉnh', 'vợ bị cáo', 'Công ty Faros', 'báo cáo kiểm toán tài chính', 'bị cáo Lê Văn Tuấn', 'Bị cáo Tỉnh', 'khai', 'CPA Hà Nội', 'kiểm toán tài chính', '50 bị cáo', 'kiểm toán', 'Hà Nội']"""""""
306,"""""""['bị cáo', 'Bị cáo', 'bị cáo Quân', 'Bị cáo Hà', 'Cục trưởng', 'tiền', 'hối lộ', 'Phòng VAR']"""""""
307,"""""""['Hãng hàng không', 'Lê Anh Tú', 'tiền', 'Tổ bay', 'Australia']"""""""
308,"""""""['vết bầm tím', 'cháu T.', 'cháu L.M.T.', 'trán']"""""""
309,"""""""['Quyết', 'Trịnh Văn Quyết', 'tiền', 'nộp', 'Công ty Faros', 'tài sản', 'vụ án', 'toàn bộ', 'tòa', 'cổ phiếu', 'tiền nộp', 'nộp tiền', 'Trịnh Văn Quyết khai']"""""""
310,"""""""['Trường Đại học Bách khoa Đà Nẵng', 'Tâm', 'chiếm đoạt', 'trường', 'tài sản Nhà nước', 'tội', 'bị cáo Đoàn Quang Vinh', 'tiền tồn quỹ', 'tài chính', 'tài khoản', 'bị cáo', '10-2-2023', 'tiền']"""""""
311,"""""""['đối tượng', 'Q.', 'Campuchia', 'Việt Nam']"""""""
312,"""""""['C.', 'Tuấn', 'Q.', 'L.', 'án', 'tiền', 'tù']"""""""
313,"""""""['bị cáo Tuấn', 'bị cáo', 'khai', 'Tuấn', 'báo cáo tài chính', 'Công ty Faros', 'bị cáo Tỉnh', 'Tỉnh', 'bị cáo Lê Văn Tuấn', 'kiểm toán', 'bị cáo Tuấn khai', 'bị cáo buộc', 'bị cáo in', 'cáo buộc', 'cáo trạng']"""""""
314,"""""""['tài sản', 'Diệp', 'Quyết', 'Trịnh Văn Quyết', 'toàn bộ tài sản']"""""""
315,"""""""['bị cáo', 'hối lộ', 'tiền', 'cáo trạng', 'chủ trương', 'nộp', 'Phòng VAR', 'bị cáo Hà', 'bị cáo Hình']"""""""
316,"""""""['huyện Núi Thành', 'sinh', 'trú xã Tam Mỹ Tây', 'Núi Thành', 'Nguyễn Quốc Tín']"""""""
317,"""""""['dữ liệu', 'hóa', 'hóa hồ sơ', 'hồ sơ', 'thành phố', 'hóa hồ sơ giải quyết TTHC', 'kết quả giải quyết TTHC', 'hồ sơ giải quyết TTHC', 'phường', 'UBND', 'đất', 'người dân', 'kho dữ liệu', 'cơ sở dữ liệu', 'TTHC', 'tích hợp dữ liệu', 'hóa thành phần hồ sơ', 'khu phố', 'UBND phường', 'chỉ tiêu', 'xây dựng cơ sở dữ liệu']"""""""
318,"""""""['hôn nhân', 'cơ sở dữ liệu quốc gia', 'cơ sở dữ liệu', 'người dân', 'thủ tục đăng ký kết hôn', 'đăng ký kết hôn', 'thủ tục hành chính', 'dân cư', 'thông tin', 'cơ sở']"""""""
319,"""""""['ĐVSNCL', 'TPHCM', 'sắp xếp', 'ngành', 'đầu mối', 'ngành y tế', 'tổ chức', 'tự chủ tài chính', 'ngành giáo dục', 'mục tiêu', '2025', 'địa phương', 'sở', 'sắp xếp ĐVSNCL', 'người dân', 'nâng', '10', 'lĩnh vực y tế', 'giáo dục', 'TPHCM tự chủ']"""""""
320,"""""""['Công an', 'căn cước', 'công dân', 'người dân', 'thẻ căn cước', 'công an', 'Công an TPHCM', 'thẻ căn cước công dân', 'dân cư', 'Công dân', 'Giấy chứng nhận Căn cước', 'Căn cước công dân', 'xác thực thông tin', 'thu thập thông tin sinh trắc học mống mắt', 'quy định', 'trường hợp', 'công dân Việt Nam', 'cửa công an']"""""""
321,"""""""['khu phố', 'ấp', 'hoạt động', 'trưởng khu phố', 'người dân', 'khu phố 6', 'ban điều hành khu phố', 'Ban điều hành khu phố 2', 'khu phố 2', '5 khu phố', 'hoạt động khu phố', 'TPHCM', 'hộ dân', 'sắp xếp', 'thành phố', '5 khu phố thành 30 khu phố', 'Trưởng khu phố 6', 'đoàn thể khu phố', 'Trưởng khu phố 7', 'Trưởng khu phố 33', 'trụ sở khu phố', 'dân', 'vận động', 'phường 9', 'thông tin']"""""""
322,"""""""['thành phố', 'tỉnh', 'chỉ số PCI', 'tỉnh Cà Mau', 'Chủ tịch UBND tỉnh Huỳnh Quốc Việt', 'thành', '22/63 tỉnh']"""""""
323,"""""""['TPHCM', 'UBND TPHCM', 'Chủ tịch HĐND TPHCM đề nghị UBND TPHCM', 'tài sản công', 'đồng chí', 'công tác sắp xếp', 'UBND', 'Phó Chủ tịch UBND TPHCM', 'TPHCM 2', 'cơ sở', 'Chủ tịch UBND', 'Phó Chủ tịch HĐND TPHCM', 'xây dựng đề án', 'công chức', 'cơ quan', 'cải cách tổ chức bộ máy', 'giám sát UBND TPHCM']"""""""
324,"""""""['phiếu lý lịch tư pháp', 'nuôi con nuôi', 'quy định', 'thủ tục', 'bổ sung quy định', 'cơ quan quản lý cơ sở dữ liệu lý lịch tư pháp', 'nộp phiếu lý lịch tư pháp', 'cơ quan giải quyết TTHC', 'con nuôi', 'thủ tục đăng ký', 'thủ tục giải quyết', 'tư pháp', 'chứng chỉ hành nghề dược']"""""""
325,"""""""['Đề án 06', 'Chính phủ', 'người dân', 'Thành ủy TPHCM', 'dân cư', 'địa phương', 'hiệu quả', 'nhiệm vụ', 'triển khai', 'TPHCM', 'hóa dữ liệu', 'đẩy mạnh', 'công dân', 'chỉ tiêu', 'Đề án 06 TPHCM', 'chỉ đạo', 'tham gia']"""""""
326,"""""""['Hepza', 'khu công nghiệp', 'công chức', 'quy định', 'công tác CCHC', 'viên chức', 'chứng thực', 'Ban Dân dụng', 'sự nghiệp công lập', 'văn bản điện tử', 'y văn bản điện tử', 'chỉ tiêu', 'doanh nghiệp nợ', 'công việc', 'ủy quyền', 'khu kinh tế', 'nghị định', 'quản lý', 'chỉ số']"""""""
327,"""""""['công chức', 'sở', 'sự nghiệp công lập', 'bồi dưỡng', 'công tác đào tạo', 'viên chức', 'Sở TN-MT', 'đào tạo', 'công tác', 'tổ chức', 'nội dung', 'viên chức hàng', 'bồi dưỡng công chức', 'sắp xếp', 'công tác CCHC.', 'ngành', 'công tác sắp xếp', 'Phó Chủ tịch HĐND TPHCM đề nghị', 'sự nghiệp công lập ngành TN-MT', 'phân công nhân']"""""""
328,"""""""['huyện', 'huyện Bình Chánh', 'TPHCM', 'HĐND TPHCM', 'công chức phục vụ', 'chế độ công vụ', 'Sở Nội vụ', '1 cán bộ', 'tổ chức bộ máy', 'kiến nghị', 'UBND huyện Bình Chánh', 'Huỳnh Thanh Nhân', 'thành phố', 'đề nghị UBND huyện', 'địa bàn huyện', 'công chức', 'đề án']"""""""
329,"""""""['trận đấu', '2', 'trọng tài', 'sân', 'U23 Argentina', 'Morocco', 'U23 Argentina ví trận đấu', 'Trận đấu', 'quy định', 'trận đấu bóng đá chuyên nghiệp', 'trận đấu kéo dài', 'FIFA', 'U23 Morocco', 'Ban tổ chức trận đấu']"""""""
330,"""""""['đoàn viên', 'lao động', 'Công đoàn cơ sở', 'NLĐ', 'DN', 'công ty', 'ban giám đốc', 'Việt', 'Công ty TNHH Schneider Electric Manufacturing Việt Nam', 'Công đoàn', 'Huy', 'sản xuất', 'hoạt động Công đoàn', 'Công đoàn công ty', 'NLĐ.', 'hoạt động Công đoàn đi', 'Công nhân']"""""""
331,"""""""['Quyết', 'Trịnh Văn Quyết', 'bị cáo', 'khắc phục hậu quả', 'khắc phục', 'tiền', 'Bị cáo', 'FLC', 'cổ phần', 'tiền khắc phục hậu quả']"""""""
332,"""""""['xe', 'tài xế', 'lái xe', 'giấy phép lái xe', 'vụ', 'cầm lái', 'tài xe đường', 'tai nạn', 'hãng xe', 'chuyến xe', 'xe điên']"""""""
333,"""""""['hàng', 'thuế', 'nộp thuế', 'kinh doanh', 'cơ quan thuế', 'livestream', 'nghĩa vụ thuế', 'doanh thu', 'sàn TMĐT', 'kinh doanh online', 'TMĐT', 'hàng online', 'ngành thuế', 'đăng ký kinh doanh', 'thuế VAT', 'thuế thu nhập', 'tổ chức', 'quản lý thuế', 'mã số thuế', 'cơ quan', 'hoạt động kinh doanh TMĐT', 'doanh nghiệp', 'thu thuế', 'trốn thuế', 'hoạt động TMĐT', 'đồng', 'kinh doanh TMĐT', 'thuế truy thu', 'hoạt động livestream', 'thất thu thuế', '5', 'Cúc', 'hoa hồng', 'nộp thuế thu nhập', 'đăng ký nộp thuế']"""""""
334,"""""""['trồng', 'cà phê', 'giá', 'giá cà phê', 'cà ghép', 'cà giống']"""""""
335,"""""""['Starlink', 'bệnh viện', 'Dải Gaza', 'hoạt động', 'cơ sở y tế', 'Gaza', 'vệ tinh', 'thành phố Rafah']"""""""
336,"""""""['xác chết', 'chết', 'gia đình nạn nhân', 'phát hiện', 'nạn nhân', 'người thân', 'nạn nhân Huyền', 'cầu Thanh Trì', 'hiện trường', 'nạn nhân Vương']"""""""
337,"""""""['thế giới', 'phòng thủ', 'Liên minh', '07-26 T02', '38', 'hệ thống phòng thủ', 'Báo chí', '0700 2024']"""""""
338,"""""""['thế giới', 'phòng thủ', 'Liên minh', '07-26 T02', '38', 'hệ thống phòng thủ', 'Báo chí', '0700 2024']"""""""
